Bransje_ID,Erfaring,Struktur,Driv,Samarbeid,Ekstroversjon,Skill_Match,Jobb_Hopping,IQ,Hired,Flight_Risk,Markedsverdi
3,11,8,5,6,8,41,0,100,1,0,1254001
2,13,8,6,1,7,89,1,118,1,0,1098327
2,3,3,1,8,6,38,4,124,1,1,591361
2,25,1,2,10,8,24,5,127,1,0,968778
3,18,1,6,10,5,37,3,121,0,1,1239781
3,11,8,3,8,6,22,4,111,1,1,1060166
0,10,4,2,9,6,54,5,135,1,1,1299949
3,16,2,5,6,10,47,1,120,0,0,1354062
2,0,3,7,5,7,32,4,133,1,1,792271
3,3,1,5,8,1,31,2,109,0,1,1019118
1,0,10,7,4,9,86,2,98,1,1,959732
1,15,8,4,3,1,67,2,120,1,0,1371922
0,20,4,1,1,2,91,4,140,1,1,1527239
0,17,5,2,2,8,26,2,150,0,0,1404860
3,14,10,3,1,5,86,2,137,1,0,920768
2,5,2,1,5,6,93,5,129,0,1,779171
0,3,8,2,3,8,34,3,115,1,1,1216586
3,7,6,1,8,3,22,2,139,1,1,764854
2,15,8,3,2,6,99,2,94,1,0,767223
3,14,5,5,2,9,82,1,131,1,0,903646
4,0,10,5,10,10,49,3,111,1,0,477709
3,15,2,8,2,7,74,4,128,1,1,1389934
2,21,8,7,8,7,56,5,128,1,1,1179653
1,19,5,5,3,3,64,2,94,1,0,1243459
0,7,5,2,8,6,26,3,121,1,1,934448
1,7,3,9,8,1,83,2,92,1,1,1401493
4,15,1,4,3,7,24,3,81,0,0,989085
4,7,6,5,6,4,70,5,82,0,1,754032
0,6,9,10,6,3,46,4,100,1,1,872794
3,23,9,1,9,7,71,3,98,1,1,1270898
4,8,5,9,6,6,72,3,90,0,0,907999
2,1,6,4,8,6,31,0,121,1,0,522562
2,23,8,3,8,9,24,2,106,1,0,1310969
1,3,5,4,3,5,73,0,109,0,0,858240
0,15,2,8,4,6,85,4,116,1,1,1162798
4,8,3,10,6,7,72,1,105,0,0,723876
0,9,7,8,5,1,81,2,140,1,1,964879
0,24,8,3,1,4,67,3,116,1,0,1262942
1,10,4,9,8,10,81,2,94,1,1,1187397
2,20,10,10,6,7,89,2,112,1,0,1074841
4,1,4,2,9,9,63,5,98,1,1,622555
2,8,4,5,6,6,49,5,110,1,1,931329
1,13,1,4,9,10,75,1,118,1,0,1305705
3,19,4,6,10,8,43,3,116,0,1,1395169
2,8,6,7,9,9,89,5,127,1,1,925347
3,8,4,1,3,2,72,1,118,1,0,881919
1,9,6,2,7,5,84,0,115,0,0,748184
4,22,8,2,5,3,33,0,97,1,0,1144058
0,21,10,5,3,2,33,0,128,1,0,1305144
3,24,3,10,10,1,93,3,100,0,0,1265537
0,5,8,8,8,2,92,5,102,1,1,1150407
3,14,3,7,9,5,41,3,95,1,1,1011824
2,20,9,1,10,6,79,4,116,1,0,1093917
1,18,1,7,1,4,83,3,105,1,1,1184244
1,15,5,7,7,3,20,3,120,1,1,1478444
3,6,8,2,7,7,35,3,137,1,1,1063751
2,9,3,7,3,10,95,0,121,0,0,990682
3,2,1,6,8,9,72,1,95,0,0,730495
3,2,1,4,10,3,90,5,112,0,1,597408
1,10,9,7,5,4,44,3,118,1,1,1174106
3,16,7,1,4,3,67,0,127,1,0,1353903
1,20,6,7,2,7,42,1,93,1,0,1562135
1,21,1,4,7,8,82,5,103,1,1,1478659
2,8,3,1,5,6,79,4,122,0,1,704967
2,15,9,3,5,9,92,1,112,1,0,932572
0,16,4,1,10,6,49,2,145,1,0,1038922
1,17,4,7,6,2,96,0,116,1,0,861959
4,9,4,6,5,10,76,0,118,0,0,706850
1,2,6,3,9,1,61,0,110,0,0,1222982
1,23,2,5,5,4,92,0,90,1,0,1331615
1,3,9,7,4,2,43,3,100,1,1,718840
4,21,3,6,6,4,61,0,89,1,0,1048806
0,11,5,3,10,1,31,1,122,1,0,1411455
3,25,7,3,8,1,48,5,124,1,1,1261626
0,6,2,1,4,5,62,2,109,1,1,837581
1,13,4,2,2,9,40,3,123,1,1,871702
1,5,7,8,6,4,30,2,122,1,1,960389
2,23,2,8,2,10,93,4,95,0,0,1239445
4,17,2,8,5,8,57,4,107,1,0,1110960
4,2,3,2,2,5,48,2,114,0,0,574518
4,13,6,2,2,4,50,5,108,1,1,765038
3,6,7,9,9,3,53,0,113,1,0,959689
2,11,4,3,2,6,26,0,90,0,0,781779
2,19,3,3,3,4,61,5,114,0,1,862693
3,7,6,10,10,7,66,3,119,1,1,948326
4,3,9,8,5,2,79,1,86,0,0,832736
2,1,10,10,3,1,23,0,120,1,0,492732
3,8,5,6,4,8,23,0,123,1,0,1168170
2,0,1,2,9,1,55,1,92,0,0,477685
3,18,10,8,3,10,28,0,98,1,0,1231787
1,25,9,7,8,4,49,4,98,1,1,1309628
2,25,10,2,5,10,31,2,121,1,0,1337961
3,18,2,5,2,5,86,4,137,1,1,1004187
0,4,6,10,10,2,33,0,132,1,0,1248489
4,16,4,5,10,4,63,2,80,1,0,980338
2,8,6,10,6,10,75,5,119,1,1,623689
1,13,8,2,9,1,60,1,98,0,0,1680334
1,19,6,6,6,4,59,1,124,1,0,1123564
3,14,1,7,9,7,45,0,96,0,0,997769
3,12,2,10,7,9,79,0,131,0,0,1136779
4,23,6,8,9,5,81,0,108,1,0,951613
4,3,10,4,6,10,53,1,103,1,0,609914
3,17,3,8,10,8,76,5,99,1,1,1157181
0,18,2,9,4,3,73,2,112,1,0,1403194
0,17,1,6,8,9,26,0,111,0,0,1153780
2,20,1,8,10,8,26,0,135,1,0,1121571
3,17,1,7,1,10,51,4,130,0,1,1167611
0,4,3,1,6,4,63,0,146,1,0,828226
0,3,3,1,2,5,98,4,127,1,1,1201213
4,3,9,10,3,2,49,3,84,0,0,524581
2,8,7,4,4,8,86,0,110,1,0,819751
0,19,3,1,8,2,76,0,129,1,0,1426052
3,0,9,6,7,2,98,0,124,1,0,999363
1,24,7,10,4,3,90,4,127,1,1,1109971
4,18,6,3,3,8,22,0,86,1,0,1035278
0,10,7,1,1,1,57,1,125,0,0,886939
4,12,5,2,2,1,53,5,97,1,1,717543
3,22,9,8,4,10,43,0,102,1,0,1452165
4,16,10,1,5,2,58,0,81,1,0,904915
2,5,6,6,4,3,77,0,99,1,0,615434
1,19,9,2,6,6,54,0,108,1,0,1596079
4,7,8,10,2,6,69,2,115,1,0,818456
1,11,1,10,10,9,33,4,127,1,1,1348832
0,14,5,7,3,4,96,3,103,1,1,1327533
3,12,1,4,6,9,45,1,120,0,0,1117681
2,18,1,6,8,10,68,4,126,1,0,1240790
3,7,2,10,10,6,95,0,108,0,0,1204911
4,5,7,4,7,4,95,5,110,0,1,867529
1,7,10,10,3,9,54,5,106,1,1,1521279
0,14,6,8,3,7,40,2,122,1,0,1308981
2,2,5,2,4,7,82,0,99,1,0,767397
2,22,9,3,10,7,81,3,121,1,0,930991
2,13,4,6,4,7,40,5,116,0,1,867847
1,2,3,10,7,6,62,1,112,1,0,829276
0,10,2,2,7,4,68,3,139,1,1,1391503
1,22,5,3,9,10,85,0,102,1,0,1900160
0,12,5,1,7,6,77,4,147,1,1,1396740
3,1,9,4,2,1,46,4,98,1,1,785625
4,18,5,8,1,10,86,4,88,1,0,1145388
4,11,8,1,2,10,52,5,86,1,1,968340
2,5,3,7,8,6,45,1,121,1,0,634381
3,6,1,5,9,9,47,5,114,1,1,1119600
0,0,2,10,9,10,59,1,127,1,0,980199
2,5,2,10,10,2,59,3,106,1,0,838573
1,3,6,7,10,4,21,1,124,1,0,746560
2,8,2,3,7,3,57,1,90,0,0,634227
2,12,7,7,8,5,77,0,130,1,0,924529
0,1,9,8,8,9,40,4,112,1,1,1100565
4,9,6,9,10,4,69,1,81,0,0,941077
4,9,9,3,4,3,27,1,100,1,0,768778
0,22,4,6,7,5,52,0,132,1,0,1341616
2,24,4,1,4,10,95,3,115,1,0,1205709
4,10,6,8,9,9,31,4,87,1,1,813959
4,1,1,5,8,3,65,3,80,0,0,707733
0,15,10,3,3,7,76,0,120,1,0,1135685
0,5,4,5,9,10,31,2,105,1,1,969859
2,4,3,8,6,8,38,4,102,1,1,579217
2,4,8,10,2,4,85,0,108,1,0,737524
4,16,5,10,2,2,78,0,108,1,0,843572
3,9,2,6,8,3,26,5,124,1,1,1212921
3,3,9,6,2,2,86,2,133,1,1,624856
1,19,1,5,8,2,63,2,93,1,0,1582013
1,21,2,8,4,7,27,2,91,1,0,1176741
4,15,5,4,1,5,23,2,98,1,0,944773
1,18,9,5,3,7,32,4,127,1,1,1114338
1,13,5,2,6,4,95,1,116,0,0,1217484
3,25,5,5,10,3,35,0,106,1,0,1202935
1,24,5,2,2,8,20,0,106,1,0,1231500
3,22,2,6,9,9,63,1,137,0,0,1179893
3,4,7,6,1,2,51,3,103,1,1,813331
4,14,5,3,9,1,30,2,88,1,0,844183
1,10,7,2,7,7,81,3,97,0,1,703998
3,6,5,8,3,3,41,3,128,1,1,917953
1,3,10,2,8,6,75,3,113,0,1,902367
2,1,8,10,1,6,27,4,114,0,1,627073
0,21,10,10,2,2,70,4,117,1,1,1225288
0,20,4,4,8,1,46,0,112,1,0,1556741
4,0,4,9,4,3,70,1,101,0,0,566887
1,8,8,9,10,4,99,4,125,1,1,933921
1,22,1,5,10,2,51,4,104,1,1,1910527
4,21,5,4,7,5,32,2,105,1,0,1020928
1,21,4,4,5,2,23,4,130,1,1,1205512
1,2,10,3,9,4,22,3,122,0,1,1483661
0,23,10,1,2,5,75,1,126,1,0,1463453
0,6,10,7,5,5,36,2,122,1,1,777129
4,8,4,3,4,9,95,1,101,0,0,696612
4,6,10,8,3,8,100,1,103,1,0,680707
0,1,10,4,5,7,48,3,116,1,1,657100
4,3,3,7,2,7,93,5,115,0,1,756057
2,19,9,3,6,5,30,2,100,1,0,1162754
4,22,3,6,9,3,88,1,119,1,0,1059521
2,23,1,10,6,8,97,1,126,1,0,1171140
2,8,2,1,5,3,64,3,114,1,0,660865
4,14,1,4,1,1,96,3,88,0,0,1011364
3,21,4,2,1,8,83,3,104,1,1,1301662
4,18,3,9,2,1,38,1,118,0,0,1110555
2,7,7,7,7,9,85,0,132,1,0,665475
0,5,3,8,10,1,34,5,135,1,1,1121506
2,21,9,9,3,9,63,2,114,1,0,1065474
0,14,7,4,8,8,49,3,113,1,1,1004898
4,7,1,10,8,10,37,3,81,0,0,613497
2,14,7,6,10,8,74,0,133,1,0,1170361
1,11,2,3,6,3,62,2,94,0,1,1260994
3,9,10,5,5,7,27,2,137,1,1,1120291
0,24,7,10,4,10,47,1,121,1,0,1117675
4,6,1,7,10,1,96,3,98,0,0,840804
3,12,8,5,1,8,82,0,119,1,0,1292561
1,19,10,5,6,7,47,5,91,1,1,1001291
3,9,8,10,1,10,57,3,118,1,1,1115526
4,9,9,7,10,1,77,4,83,1,1,751826
0,2,7,2,10,6,39,2,136,0,1,657709
4,20,10,3,3,6,48,0,92,1,0,939378
1,0,7,2,5,9,87,3,128,0,1,741495
3,19,9,7,4,10,75,2,111,1,0,1264651
2,15,6,4,2,2,69,2,135,0,0,1072297
2,21,1,4,7,1,46,5,103,0,1,918395
2,11,10,8,6,3,33,0,98,1,0,1023144
0,20,7,6,7,2,46,4,142,1,1,1257379
3,20,8,2,3,1,25,1,124,1,0,1020402
4,10,3,5,5,6,68,3,113,0,0,692298
4,10,6,5,4,1,79,0,123,1,0,809401
0,3,1,5,6,8,44,4,121,1,1,870802
4,9,8,7,4,4,40,2,100,1,0,918784
3,18,8,2,1,9,26,4,105,1,1,1096493
2,4,6,8,3,8,47,4,110,0,1,633970
0,23,5,8,7,3,76,0,136,1,0,1284627
4,18,2,5,8,3,62,3,118,1,0,819359
2,7,6,6,8,2,20,1,101,1,0,750257
0,13,7,8,9,9,43,0,139,1,0,967916
1,23,5,1,6,6,65,3,96,1,1,1799004
3,7,5,5,5,10,46,5,101,0,1,1012031
3,17,7,1,7,1,41,4,122,1,1,1059869
2,4,1,7,6,9,67,4,131,0,1,802733
3,16,9,2,10,10,92,1,133,1,0,1089573
1,19,6,4,1,3,57,5,94,1,1,1791927
4,10,3,9,8,10,83,1,87,1,0,915987
0,4,7,3,6,1,74,0,139,1,0,810808
3,13,1,1,10,3,95,0,128,0,0,1062552
0,2,5,9,7,7,74,0,143,1,0,895535
2,25,6,5,6,6,76,2,95,1,0,1336652
1,9,10,8,2,2,27,2,95,0,1,912778
2,25,4,6,4,2,45,1,123,1,0,1110343
3,15,10,2,4,7,89,2,124,1,0,1078445
1,24,2,2,4,1,34,5,111,1,1,1124863
4,16,4,1,2,4,95,5,87,1,1,1078441
1,5,6,10,2,10,23,2,113,1,1,649276
0,6,4,3,7,2,53,5,129,1,1,1276332
4,10,2,5,10,4,35,3,86,1,0,790366
4,24,4,6,4,1,24,4,88,1,0,981070
0,1,4,4,5,2,59,3,141,1,1,942808
2,12,9,9,5,3,74,1,99,1,0,726591
4,9,5,3,7,5,38,2,80,1,0,957315
2,13,5,7,6,7,31,3,101,1,0,804635
0,12,10,9,1,1,59,2,135,1,0,849889
2,19,7,7,3,5,70,0,119,1,0,882863
0,7,10,10,9,8,60,2,131,1,1,1094190
1,9,2,5,5,3,27,5,118,1,1,1379239
4,18,8,10,1,2,71,5,98,1,1,1150621
3,14,9,5,10,9,71,4,136,1,1,877377
2,18,8,7,9,3,53,0,133,1,0,1065866
1,11,1,7,1,9,25,2,98,1,1,1527745
1,22,7,8,8,7,85,2,88,1,0,966504
2,16,2,4,6,10,41,3,110,0,0,1099261
1,14,8,3,8,3,28,3,86,0,1,1358675
4,7,4,9,4,4,83,4,108,0,1,913003
0,17,3,6,6,7,75,0,119,1,0,1495530
3,12,9,2,8,1,63,4,99,1,1,1307789
4,22,7,4,6,8,60,2,100,1,0,999198
2,15,2,1,3,1,38,4,107,0,0,1178176
1,13,1,5,9,4,45,2,110,1,0,1615306
1,5,2,2,3,8,99,2,114,1,1,1047160
3,6,9,2,7,3,63,2,110,1,1,1194895
1,12,6,4,3,6,46,5,98,0,1,829276
1,0,7,10,3,7,95,5,103,1,1,561345
1,12,10,3,8,7,44,3,110,1,1,749705
4,19,4,8,2,10,65,3,94,1,0,831622
3,6,1,9,5,7,85,3,117,0,1,766507
3,10,3,7,3,5,37,4,99,1,1,1177401
3,2,10,4,3,8,77,5,99,1,1,807366
4,8,10,7,7,6,57,4,114,1,1,640739
1,16,9,1,1,3,94,2,89,0,0,1644874
0,1,9,4,5,8,24,0,108,0,0,792328
2,11,4,6,3,7,98,1,128,1,0,951387
3,13,4,7,8,5,37,4,129,1,1,907425
3,5,5,2,4,8,71,1,98,1,0,762151
3,2,5,1,5,7,93,3,128,1,1,724485
3,15,6,4,3,10,64,5,125,1,1,1364348
2,19,4,10,4,10,86,1,99,1,0,1055729
4,0,10,7,3,9,25,2,102,0,0,560497
3,21,5,5,1,10,27,1,95,1,0,1475681
2,10,7,2,10,3,88,3,135,1,0,904000
2,14,9,2,7,8,87,1,95,1,0,1024322
3,4,9,10,8,6,52,2,138,1,1,719036
3,19,7,4,5,1,61,5,127,1,1,965813
2,9,7,3,10,9,93,1,92,1,0,1016444
4,21,1,2,7,9,69,0,102,1,0,1184076
1,13,10,5,10,7,78,4,100,1,1,1046063
4,2,2,10,5,2,24,0,106,0,0,812665
3,21,6,3,2,2,27,1,126,1,0,1230186
4,11,8,5,1,8,65,5,112,1,1,883879
4,21,10,7,1,3,31,1,98,1,0,1136385
2,2,9,2,6,2,83,0,130,1,0,853972
1,12,9,7,7,2,71,4,109,1,1,1624914
3,4,10,2,3,10,58,0,103,1,0,1152634
4,13,8,1,7,9,36,4,118,1,0,771701
4,16,5,5,9,4,49,1,89,1,0,855822
3,4,2,2,4,10,28,2,139,1,1,767412
3,0,5,7,4,10,97,3,134,1,1,594739
1,8,5,2,2,10,73,4,102,1,1,812559
1,9,3,6,5,3,79,2,110,1,1,1157751
2,17,10,10,8,6,73,2,128,1,0,987375
2,9,3,4,9,8,77,5,104,1,1,1000081
2,12,2,5,7,9,70,5,124,1,1,829491
3,24,6,10,6,1,29,0,111,1,0,1398398
3,7,9,1,4,5,33,5,99,1,1,917223
4,14,10,1,1,2,84,0,105,1,0,955776
0,10,9,5,6,4,21,5,104,1,1,830403
0,5,6,9,2,10,84,2,116,1,1,790605
0,10,5,7,9,3,45,4,129,1,1,1276824
2,14,6,2,2,1,60,0,91,0,0,1108990
1,20,5,10,10,7,93,1,117,1,0,1350982
4,11,5,7,1,10,55,4,89,0,1,1012203
3,15,5,10,7,10,27,2,100,1,0,1327340
2,16,7,5,8,1,49,3,94,1,0,945204
3,18,2,2,3,3,42,4,102,0,1,1003347
3,9,8,10,7,2,81,4,126,1,1,1159149
2,22,10,1,4,8,45,4,94,1,0,1150964
3,7,10,5,4,3,96,0,118,1,0,1128034
4,18,3,8,4,1,28,3,103,1,0,866641
3,16,8,1,3,9,96,2,129,1,0,1025086
0,3,10,10,9,10,57,0,100,1,0,867352
3,4,5,5,3,2,45,2,133,1,1,1175099
2,14,1,8,6,2,35,2,104,0,0,903107
2,18,1,8,5,8,76,3,102,1,0,1112608
0,16,2,9,7,1,58,5,108,1,1,986316
0,17,4,5,2,10,63,4,111,1,1,951743
4,22,9,7,3,4,43,1,110,1,0,1172016
0,13,8,3,7,6,90,0,102,1,0,886911
3,2,2,6,8,2,80,2,116,0,1,835845
3,16,8,5,1,4,36,0,112,1,0,1271254
4,3,3,3,3,10,100,0,81,0,0,608293
4,3,7,5,4,10,97,0,82,0,0,708852
0,10,7,3,8,5,50,1,124,1,0,1025265
1,2,3,6,4,3,41,3,112,0,1,1475770
4,2,10,3,7,1,71,4,122,1,1,666026
0,23,6,8,3,1,33,3,102,0,1,1303835
2,9,8,1,9,2,58,4,124,1,1,718693
3,7,3,8,1,7,78,0,99,0,0,971501
1,14,5,2,7,3,30,1,112,0,0,1212410
3,1,4,6,4,1,32,5,114,0,1,583770
1,21,4,5,5,6,85,2,107,1,0,1369072
1,19,4,4,5,9,64,3,105,1,1,1199996
0,5,6,2,8,6,70,3,133,1,1,888823
3,11,2,1,5,5,56,3,127,0,1,1059926
1,17,10,6,1,4,72,4,118,1,1,883696
3,21,8,10,9,3,82,1,115,1,0,1062287
3,11,8,10,6,8,72,0,123,1,0,821642
3,6,8,1,10,9,36,1,126,1,0,942259
1,13,5,10,8,5,90,1,121,1,0,1214657
2,23,6,10,3,6,48,1,102,0,0,953604
0,0,3,3,9,7,38,1,137,0,0,955649
2,18,2,2,9,4,57,2,94,1,0,1081845
1,8,3,4,2,4,48,1,130,1,0,1234375
1,24,7,2,4,8,71,5,96,1,1,1420849
0,22,1,5,8,9,62,3,118,1,1,1457023
4,8,1,4,2,3,98,1,124,0,0,644376
0,22,6,4,6,10,86,5,138,1,1,1506381
0,1,4,6,4,10,55,5,138,1,1,643688
1,14,3,5,3,5,94,0,93,1,0,926723
2,18,9,8,5,9,29,0,90,1,0,1231905
4,10,5,9,1,3,23,0,96,1,0,786127
2,22,10,6,8,6,84,3,98,1,0,957240
1,16,10,1,8,9,30,1,107,1,0,1009425
2,11,7,7,5,4,52,0,105,1,0,960607
3,13,7,4,1,3,57,0,114,1,0,812570
1,3,10,10,10,4,84,3,115,1,1,1330968
0,15,9,2,9,2,53,0,131,0,0,1090361
1,24,8,9,2,5,30,4,91,1,1,1280721
3,2,8,10,7,4,28,3,114,1,1,1035746
1,13,4,5,7,6,76,0,104,1,0,1546655
1,25,2,8,2,3,68,1,130,1,0,1075545
0,25,5,8,9,1,66,4,135,1,1,1376975
2,4,1,3,7,2,31,2,119,1,0,777305
0,10,6,1,1,2,78,1,123,1,0,888637
4,14,6,3,9,6,97,0,104,1,0,803902
2,22,7,6,1,7,46,3,107,0,0,1054046
1,1,7,4,10,7,62,5,99,0,1,613146
3,19,5,9,4,10,37,2,95,1,0,979613
1,0,4,7,3,6,80,1,106,1,0,1256307
1,13,3,5,2,2,64,2,114,0,0,1163768
2,13,10,5,3,8,35,1,95,0,0,849830
4,19,4,2,2,9,73,1,105,1,0,975506
0,12,3,8,7,10,48,4,128,1,1,1070297
3,23,5,2,1,6,33,1,133,1,0,1223464
4,10,4,3,7,2,48,3,124,1,0,807762
4,23,7,8,10,2,32,0,90,1,0,1186393
4,6,7,4,6,6,32,2,122,1,0,668970
4,15,7,3,3,2,20,0,95,1,0,1027221
3,7,5,4,4,2,45,5,109,1,1,984616
2,14,7,4,5,10,44,3,112,1,0,1010098
4,15,7,2,1,5,51,5,119,1,1,916708
1,4,7,5,5,5,62,0,107,0,0,1139463
2,11,4,10,5,10,53,0,124,0,0,874050
3,0,3,9,1,6,25,3,139,0,1,562196
4,2,2,2,7,4,87,3,83,0,0,521826
0,20,9,9,6,10,43,0,130,1,0,1127440
0,16,8,7,9,4,28,1,114,1,0,1004075
4,7,5,7,4,6,73,4,90,1,1,701580
3,15,2,7,5,4,72,3,109,1,1,1051381
4,5,7,6,7,5,76,1,83,0,0,865736
1,21,4,9,9,10,60,3,106,1,1,1718446
1,7,7,10,7,6,46,2,89,1,1,1031681
1,2,3,8,10,7,90,5,104,1,1,1335086
4,8,9,6,7,7,92,3,81,1,0,703136
2,25,6,9,10,5,23,5,109,1,0,1016147
0,11,4,4,3,8,72,1,115,1,0,1067271
3,9,4,4,1,7,100,1,99,1,0,795559
1,15,9,10,2,5,91,5,123,1,1,1126751
1,10,1,6,4,8,94,2,110,1,1,1630652
3,0,1,7,5,10,27,2,138,1,1,924095
4,5,9,2,4,2,59,3,81,1,0,821052
4,17,1,7,3,7,97,1,116,0,0,975077
3,20,3,4,3,4,63,5,122,0,1,1214888
4,11,6,4,1,8,93,5,105,1,1,917645
2,25,1,6,10,5,46,5,122,1,0,1360146
1,2,7,1,5,6,46,2,93,0,1,916253
1,13,3,10,7,1,80,1,109,1,0,785725
2,22,2,4,5,6,71,1,133,1,0,1146414
0,15,3,10,7,7,72,0,102,1,0,1019935
1,9,9,5,7,10,95,1,90,1,0,850152
1,24,6,7,5,3,71,0,89,1,0,1749489
4,8,3,3,8,10,80,1,120,0,0,948076
4,18,10,6,10,8,36,0,83,1,0,856901
1,13,8,4,6,8,27,3,115,1,1,1149784
4,15,6,10,6,7,45,0,88,1,0,820974
1,8,1,2,1,7,52,3,119,0,1,889714
1,21,4,4,7,8,29,5,87,1,1,1747050
0,21,10,1,4,7,44,1,119,1,0,1234165
3,14,5,10,2,2,68,3,132,1,1,1267393
3,24,8,7,10,4,76,4,128,1,1,1059022
4,24,9,1,9,6,31,4,109,1,0,1264777
1,0,6,4,1,3,48,3,85,0,1,1332130
2,19,4,3,3,6,34,1,117,0,0,971846
1,24,6,5,2,2,85,1,86,1,0,1903706
1,1,2,9,10,10,26,1,122,1,0,1036247
4,11,1,9,5,3,77,1,111,0,0,828122
1,9,2,3,6,7,80,0,95,0,0,1057206
1,15,8,2,1,2,56,2,89,0,0,935727
2,16,8,7,3,6,87,2,102,1,0,1068046
4,0,6,10,5,10,59,2,113,0,0,596746
2,16,9,6,3,8,82,0,96,1,0,1056694
1,1,7,2,2,8,84,0,86,0,0,938462
4,4,10,5,10,8,22,3,85,1,0,535418
4,25,1,8,4,3,29,1,123,1,0,1272732
3,6,3,10,10,10,99,3,108,0,1,1097927
2,7,2,7,1,9,45,2,118,0,0,731215
4,13,8,7,4,2,92,2,95,1,0,1035522
3,16,8,9,5,7,49,3,113,1,1,1362473
3,20,6,6,5,1,37,1,119,1,0,1092190
4,15,1,8,7,10,86,0,118,0,0,756543
2,22,6,6,8,7,82,5,123,1,1,930120
2,20,3,6,9,8,40,0,90,1,0,1262003
4,4,8,2,8,8,42,1,83,0,0,634075
0,10,10,5,5,5,62,4,140,1,1,1039323
3,12,6,8,9,3,71,0,118,1,0,984908
4,11,6,8,2,8,70,1,118,0,0,907903
3,3,8,4,1,8,25,0,125,1,0,1052267
4,14,5,5,2,1,73,0,89,1,0,1033401
4,19,7,6,8,4,63,2,91,1,0,1033126
4,4,8,3,2,9,100,0,84,0,0,812465
0,19,4,3,1,8,36,1,148,1,0,1063339
1,12,4,2,2,10,24,2,91,1,0,821080
4,9,1,7,7,4,49,5,91,0,1,650832
4,12,6,6,9,3,69,0,92,1,0,918255
3,0,8,3,2,6,76,3,133,1,1,691052
2,10,6,1,5,10,70,0,105,1,0,840916
3,15,1,8,2,4,65,1,127,0,0,1371487
3,17,7,9,1,7,31,2,121,1,0,1315627
0,20,2,10,10,10,60,5,116,1,1,1466035
2,19,7,4,8,9,41,5,121,1,1,857787
2,4,2,10,6,9,75,2,92,1,0,974695
3,22,10,6,9,7,29,4,132,1,1,1068388
2,4,1,6,1,7,71,0,122,0,0,951062
4,18,7,2,9,6,24,3,112,1,0,841995
3,13,1,6,9,3,89,5,102,0,1,822589
0,19,2,1,10,8,61,0,149,1,0,1252349
2,21,1,8,3,1,82,1,97,0,0,1286106
0,16,9,1,10,7,63,0,101,1,0,1391732
4,9,7,1,6,9,57,4,83,1,1,690722
3,12,1,4,9,8,43,3,125,0,1,1165786
2,19,1,5,6,3,24,0,100,0,0,1004400
3,13,10,1,2,2,21,3,126,1,1,1017936
3,6,7,7,9,10,29,2,131,1,1,993720
1,0,9,7,10,10,34,3,121,1,1,1295102
0,21,2,7,10,4,37,5,124,1,1,1283278
0,24,10,2,8,3,62,4,121,1,1,1121651
1,21,10,8,2,7,42,2,113,1,0,1484712
0,12,7,5,7,5,39,4,137,1,1,1209884
2,6,8,1,2,5,69,5,133,1,1,637879
2,0,5,10,4,9,49,3,110,0,0,685772
4,14,5,3,9,6,40,4,106,1,0,910965
3,1,8,10,6,9,35,1,127,1,0,849113
0,21,4,7,4,2,49,5,147,1,1,1480740
0,15,3,1,10,3,31,3,118,0,1,967603
2,25,6,6,1,10,31,4,121,0,0,1193147
3,3,1,3,7,8,100,2,133,0,1,1148131
1,13,2,5,9,6,54,3,124,1,1,797892
2,20,5,8,7,9,30,5,113,1,1,962896
3,18,6,8,1,2,34,0,131,1,0,1075308
2,11,2,10,3,6,40,0,134,0,0,932077
1,0,7,4,10,10,88,2,105,1,1,1337174
2,8,9,9,3,8,21,4,108,0,1,1031047
2,25,7,10,4,2,27,4,101,0,0,960157
4,17,3,1,3,9,22,4,103,1,0,1086836
1,3,5,1,1,10,86,4,104,0,1,1478290
3,9,1,3,2,10,55,1,123,0,0,1226905
3,11,8,7,2,7,42,1,110,1,0,1157154
1,9,8,3,2,2,30,0,91,0,0,846366
2,18,7,5,6,7,97,2,121,1,0,934741
4,1,6,7,2,2,83,3,96,0,0,571661
0,5,3,7,6,2,63,2,127,1,1,1084246
0,7,1,8,8,10,90,3,146,1,1,851833
3,18,10,3,8,5,88,1,105,1,0,959743
1,1,5,7,6,4,88,4,100,1,1,1328767
3,1,7,3,9,10,86,3,110,1,1,989628
2,6,6,6,9,10,100,2,112,1,0,860737
3,6,9,3,5,4,32,2,137,1,1,1003550
4,3,6,5,6,9,52,0,109,0,0,545316
0,12,7,3,6,1,75,0,102,0,0,1181140
0,2,3,10,2,10,22,1,101,1,0,690707
0,8,10,7,10,4,39,1,125,0,0,960939
1,11,3,6,3,8,37,5,88,1,1,1215309
3,15,3,9,1,7,67,4,109,1,1,973229
3,11,5,2,6,7,62,4,128,1,1,866284
0,25,8,7,2,9,71,1,102,1,0,1372606
1,23,4,1,4,4,71,0,100,0,0,1780049
1,16,9,1,7,4,94,5,87,0,1,1130835
0,14,9,3,3,10,28,4,120,1,1,1113632
0,11,8,3,7,4,60,2,124,1,1,1077073
3,3,8,2,7,8,94,1,134,1,0,825717
2,22,7,10,2,6,81,0,124,0,0,1289873
3,15,3,2,9,8,51,3,97,0,1,1116762
4,10,2,9,10,8,37,0,103,0,0,763600
1,17,5,3,6,2,68,2,106,1,0,1408560
2,14,9,1,3,5,73,2,131,1,0,799029
